chr,start,end,peak_id,score
chr2,545037,546183,peak_00843,594
chr2,568721,570063,peak_03886,869
chr2,588013,589771,peak_04101,420
chr2,591990,592552,peak_03905,350
chr2,594191,595185,peak_00499,417
chr2,595265,596477,peak_02372,285
chr2,608478,609214,peak_02072,313
chr2,613818,614714,peak_00746,200
chr2,628246,628778,peak_01179,988
chr2,633689,634653,peak_01263,276
chr2,636852,638824,peak_00491,761
chr2,643685,644046,peak_03372,797
chr2,647817,649237,peak_01559,653
chr2,668287,668808,peak_00413,119
chr2,676752,678745,peak_01281,776
chr2,677450,679164,peak_02972,78
chr2,678687,679243,peak_00369,34
chr2,695491,695912,peak_02627,710
chr2,699158,700715,peak_03004,171
chr2,717294,718034,peak_03030,250
chr2,752065,752849,peak_02144,876
chr2,758673,760275,peak_00047,461
chr2,762890,764505,peak_04191,861
chr2,762966,763217,peak_02250,599
chr2,765675,767027,peak_03107,685
chr2,783340,783552,peak_00912,573
chr2,785438,785864,peak_02295,129
chr2,802543,803955,peak_00071,440
chr2,812126,813946,peak_02281,277
chr2,818171,820167,peak_00050,176
chr2,823058,825015,peak_03526,253
chr2,834303,835484,peak_01860,136
chr2,841418,842777,peak_02765,961
chr2,869366,869780,peak_01813,825
chr2,900379,900891,peak_03674,10
chr2,912080,912963,peak_01191,643
chr2,916681,916959,peak_00669,111
chr2,950066,951413,peak_01732,444
chr2,957648,959105,peak_02080,422
chr2,966098,967745,peak_00324,687
chr2,981987,983897,peak_02181,858
chr2,1019780,1020100,peak_02546,864
chr2,1031844,1033614,peak_01192,453
chr2,1050002,1050953,peak_03190,287
chr2,1072894,1073455,peak_02848,946
chr2,1081388,1082108,peak_00210,859
chr2,1088915,1089229,peak_03934,152
chr2,1106828,1107803,peak_03413,540
chr2,1119668,1120640,peak_00134,600
chr2,1127097,1127802,peak_01258,327
chr2,1131407,1132654,peak_01435,252
chr2,1132269,1133583,peak_00804,620
chr2,1148330,1149716,peak_02124,526
chr2,1151086,1152246,peak_00705,403
chr2,1155414,1156777,peak_04875,361
chr2,1169813,1171192,peak_03749,235
chr2,1175064,1175914,peak_01442,296
chr2,1180305,1181639,peak_02492,993
chr2,1180472,1181661,peak_01125,613
chr2,1192744,1194724,peak_01137,236
chr2,1203437,1205310,peak_00511,780
chr2,1205911,1206019,peak_04429,811
chr2,1207962,1209140,peak_01323,408
chr2,1208315,1209499,peak_04060,566
chr2,1215965,1216883,peak_04935,181
chr2,1222107,1223346,peak_02933,351
chr2,1241691,1242379,peak_04669,975
chr2,1254563,1255934,peak_04791,705
chr2,1261017,1261250,peak_02454,183
chr2,1262567,1263307,peak_03010,334
chr2,1264711,1264830,peak_03362,401
chr2,1274277,1275611,peak_00335,748
chr2,1274660,1276343,peak_04082,55
chr2,1283785,1284950,peak_03748,736
chr2,1292015,1292580,peak_03327,610
chr2,1307845,1309622,peak_00271,235
chr2,1309896,1310719,peak_00564,691
chr2,1332231,1332959,peak_01548,140
chr2,1334527,1335162,peak_04588,746
chr2,1335670,1337455,peak_04455,534
chr2,1337805,1338771,peak_00800,556
chr2,1356409,1357754,peak_00479,523
chr2,1368899,1370360,peak_04452,117
chr2,1369903,1371028,peak_03072,992
chr2,1387499,1388053,peak_01161,155
chr2,1390048,1391067,peak_00308,151
chr2,1410867,1411541,peak_00605,618
chr2,1413864,1414083,peak_04418,842
chr2,1433815,1434724,peak_02486,172
chr2,1439594,1440180,peak_00616,835
chr2,1444494,1445505,peak_02517,363
chr2,1446692,1447168,peak_01325,698
chr2,1452823,1453313,peak_00333,589
chr2,1468415,1469156,peak_02942,337
chr2,1494232,1495872,peak_01655,379
chr2,1496798,1498559,peak_03395,862
chr2,1513623,1514313,peak_00191,375
chr2,1517843,1519829,peak_02751,777
chr2,1531336,1532600,peak_01802,951
chr2,1532984,1533516,peak_02061,743
chr2,1547079,1547863,peak_04531,739
chr2,1555682,1557096,peak_02654,90
chr2,1562454,1562900,peak_02645,807
chr2,1562943,1564595,peak_03843,51
chr2,1566569,1567481,peak_03423,306
chr2,1567390,1567648,peak_00742,546
chr2,1577638,1578759,peak_01217,571
chr2,1580733,1581461,peak_00095,476
chr2,1599306,1599744,peak_02251,169
chr2,1599377,1600848,peak_02487,60
chr2,1639641,1640552,peak_04317,139
chr2,1669899,1671464,peak_03635,156
chr2,1673140,1673817,peak_00030,376
chr2,1683755,1684159,peak_04563,639
chr2,1712512,1712873,peak_04731,717
chr2,1714381,1714749,peak_03697,34
chr2,1722677,1724061,peak_02733,750
chr2,1746064,1747715,peak_04468,62
chr2,1747709,1747922,peak_03684,214
chr2,1751102,1752225,peak_02275,763
chr2,1752211,1754206,peak_00373,90
chr2,1754816,1754940,peak_01696,49
chr2,1762126,1762281,peak_01532,333
chr2,1777758,1778115,peak_00614,619
chr2,1789898,1790916,peak_01583,951
chr2,1811343,1812564,peak_02767,151
chr2,1811411,1813183,peak_03644,787
chr2,1820380,1821960,peak_04619,134
chr2,1832708,1833506,peak_02145,173
chr2,1845708,1845962,peak_01378,642
chr2,1859278,1861109,peak_03975,400
chr2,1884048,1885064,peak_00028,26
chr2,1906286,1907095,peak_03135,812
chr2,1912632,1914474,peak_01689,989
chr2,1913953,1914458,peak_02393,766
chr2,1921099,1921843,peak_01034,253
chr2,1923271,1924739,peak_01891,488
chr2,1923429,1925114,peak_02302,942
chr2,1926357,1927378,peak_03809,601
chr2,1928493,1928977,peak_01018,466
chr2,1941649,1943327,peak_00031,634
chr2,1946350,1946612,peak_04720,299
chr2,1952387,1953008,peak_01274,136
chr2,1954277,1954581,peak_03890,153
chr2,1957760,1958450,peak_04143,892
chr2,1961827,1963714,peak_00270,12
chr2,1982253,1982932,peak_01283,788
chr2,1990815,1991362,peak_01496,797
chr2,2004002,2005468,peak_02073,290
chr2,2008698,2009001,peak_03260,613
chr2,2011970,2013183,peak_00879,501
chr2,2012737,2013172,peak_04949,657
chr2,2021525,2023399,peak_00027,64
chr2,2039760,2040120,peak_01982,559
chr2,2049482,2050413,peak_01565,527
chr2,2050283,2052282,peak_00961,230
chr2,2053985,2054749,peak_03313,183
chr2,2057765,2058833,peak_03997,269
chr2,2058945,2059480,peak_01097,844
chr2,2063347,2063562,peak_00300,691
chr2,2063482,2064611,peak_03292,491
chr2,2068763,2069721,peak_04518,555
chr2,2093597,2095473,peak_03807,625
chr2,2104820,2105976,peak_03553,974
chr2,2106878,2108442,peak_00140,657
chr2,2114265,2115945,peak_01149,237
chr2,2124655,2125219,peak_03842,321
chr2,2127354,2127718,peak_00197,430
chr2,2129265,2130510,peak_03494,62
chr2,2138248,2139789,peak_01653,891
chr2,2149706,2150080,peak_02715,974
chr2,2151013,2152726,peak_01701,267
chr2,2157024,2158967,peak_03068,496
chr2,2158281,2159426,peak_02491,895
chr2,2164080,2165465,peak_00931,571
chr2,2168457,2168694,peak_01232,67
chr2,2178495,2179763,peak_04354,683
chr2,2187002,2187205,peak_00591,368
chr2,2187194,2187894,peak_04457,641
chr2,2211026,2212810,peak_04742,706
chr2,2214235,2216185,peak_04148,103
chr2,2222738,2223974,peak_00703,139
chr2,2224717,2226145,peak_03122,93
chr2,2228393,2230284,peak_04498,601
chr2,2238813,2239106,peak_04967,550
chr2,2247371,2248821,peak_03034,438
chr2,2256649,2256952,peak_02673,249
chr2,2257735,2259217,peak_03602,591
chr2,2263906,2265157,peak_00470,802
chr2,2269148,2269698,peak_04797,402
chr2,2270545,2270674,peak_02330,171
chr2,2281973,2283469,peak_01713,306
chr2,2300990,2302149,peak_00636,301
chr2,2305893,2307427,peak_00951,625
chr2,2306930,2307237,peak_04097,448
chr2,2316477,2317999,peak_00363,681
chr2,2319698,2320912,peak_00349,520
chr2,2323108,2324654,peak_01672,766
chr2,2323282,2324377,peak_02755,411
chr2,2331807,2333369,peak_02861,526
chr2,2332636,2333763,peak_03832,451
chr2,2333743,2335461,peak_00990,450
chr2,2334550,2335257,peak_02735,170
chr2,2334726,2336318,peak_00503,117
chr2,2348198,2349405,peak_03245,608
chr2,2365891,2366537,peak_02721,360
chr2,2367518,2368605,peak_04838,206
chr2,2370660,2372575,peak_00566,432
chr2,2385335,2386964,peak_03671,689
chr2,2391230,2391865,peak_00589,714
chr2,2391241,2392166,peak_03788,901
chr2,2409323,2409746,peak_01738,947
chr2,2409997,2410109,peak_02716,692
chr2,2423715,2425365,peak_01259,63
chr2,2435925,2437291,peak_02606,517
chr2,2443303,2443998,peak_02792,162
chr2,2468397,2469578,peak_04152,250
chr2,2482630,2483804,peak_02690,181
chr2,2485211,2486899,peak_03019,271
chr2,2503715,2503934,peak_04864,876
chr2,2520057,2521033,peak_02046,841
chr2,2525545,2526400,peak_02440,141
chr2,2534695,2536263,peak_04939,180
chr2,2543753,2544710,peak_04262,255
chr2,2546810,2547611,peak_03057,520
chr2,2551953,2553139,peak_02549,669
chr2,2563734,2565630,peak_03723,54
chr2,2566863,2568668,peak_00767,423
chr2,2570391,2572359,peak_03790,676
chr2,2588050,2589236,peak_04506,731
chr2,2590471,2591997,peak_00098,311
chr2,2591642,2593392,peak_01781,219
chr2,2615634,2617416,peak_04114,756
chr2,2621259,2622943,peak_04924,586
chr2,2648069,2648687,peak_02559,871
chr2,2649063,2650115,peak_02631,712
chr2,2666624,2668175,peak_04881,458
chr2,2667012,2667624,peak_00039,301
chr2,2667867,2668216,peak_04379,508
chr2,2668853,2669133,peak_00421,637
chr2,2674382,2675905,peak_02435,788
chr2,2686267,2687179,peak_01516,415
chr2,2690839,2692798,peak_01624,279
chr2,2698954,2699430,peak_02342,364
chr2,2710090,2711827,peak_03805,842
chr2,2713420,2715270,peak_04562,207
chr2,2717168,2718017,peak_04614,565
chr2,2722255,2723196,peak_00149,315
chr2,2728336,2729568,peak_01326,329
chr2,2741611,2741771,peak_04872,928
chr2,2742011,2743450,peak_03745,443
chr2,2751858,2752092,peak_02219,479
chr2,2756135,2757516,peak_02743,40
chr2,2772288,2774132,peak_03419,663
chr2,2794652,2796096,peak_01417,552
chr2,2800128,2801439,peak_04663,67
chr2,2800307,2801605,peak_04649,317
chr2,2800616,2801313,peak_02680,931
chr2,2807284,2808990,peak_01158,892
chr2,2807452,2809344,peak_04238,453
chr2,2809427,2810639,peak_01610,629
chr2,2818564,2820172,peak_00483,727
chr2,2830307,2831003,peak_04065,645
chr2,2834899,2836023,peak_00237,960
chr2,2841196,2842551,peak_00395,491
chr2,2844154,2844932,peak_01315,758
chr2,2859868,2860749,peak_04154,788
chr2,2876122,2876294,peak_02171,612
chr2,2888422,2889086,peak_02833,367
chr2,2900666,2901875,peak_04699,170
chr2,2905682,2906141,peak_00436,244
chr2,2915427,2915587,peak_02912,735
chr2,2920529,2922177,peak_04394,806
chr2,2927165,2927408,peak_02797,888
chr2,2932786,2933513,peak_02651,801
chr2,2935989,2936301,peak_04430,857
chr2,2939137,2939661,peak_04028,205
chr2,2958989,2959816,peak_03958,431
chr2,2960447,2961188,peak_04450,750
chr2,2961337,2963144,peak_00145,60
chr2,2969255,2969699,peak_02666,547
chr2,2969402,2971343,peak_00001,755
chr2,2976807,2977422,peak_03915,595
chr2,2979629,2980426,peak_03974,801
chr2,2982963,2984243,peak_02936,283
chr2,2985655,2986547,peak_00247,151
chr2,3005677,3007070,peak_04037,773
chr2,3008592,3009501,peak_03242,354
chr2,3009985,3010104,peak_03412,412
chr2,3015718,3016256,peak_03381,137
chr2,3016668,3018163,peak_04833,818
chr2,3033176,3033560,peak_03466,743
chr2,3033982,3035651,peak_00456,115
chr2,3046774,3047312,peak_03257,969
chr2,3053119,3054813,peak_03136,774
chr2,3064580,3065109,peak_00913,92
chr2,3079374,3080667,peak_04553,332
chr2,3091373,3091534,peak_02771,325
chr2,3092541,3093757,peak_03529,412
chr2,3094188,3094722,peak_03812,146
chr2,3129996,3131852,peak_01354,862
chr2,3137308,3138231,peak_01889,776
chr2,3138151,3139156,peak_01527,703
chr2,3140112,3141826,peak_00598,466
chr2,3142478,3143200,peak_01715,673
chr2,3149319,3150048,peak_04625,15
chr2,3158460,3159366,peak_01530,370
chr2,3161445,3162167,peak_03108,126
chr2,3166056,3167658,peak_01313,162
chr2,3178225,3178858,peak_04230,652
chr2,3181717,3182848,peak_01057,979
chr2,3182137,3182584,peak_04179,844
chr2,3198401,3199455,peak_00093,127
chr2,3202419,3203130,peak_03827,927
chr2,3220037,3221435,peak_04656,400
chr2,3228165,3228913,peak_03666,989
chr2,3238051,3238181,peak_03276,88
chr2,3240501,3241572,peak_00722,575
chr2,3244685,3245862,peak_01464,88
chr2,3273647,3275047,peak_03702,245
chr2,3274271,3274942,peak_03691,95
chr2,3274485,3275236,peak_01160,608
chr2,3277076,3278476,peak_04014,718
chr2,3281910,3283629,peak_01670,192
chr2,3295698,3296246,peak_04344,666
chr2,3296624,3298351,peak_04826,329
chr2,3309674,3309912,peak_00476,62
chr2,3309676,3310488,peak_02156,784
chr2,3322955,3323757,peak_00576,845
chr2,3337209,3338859,peak_04052,962
chr2,3341659,3342523,peak_04286,514
chr2,3350567,3352510,peak_01842,575
chr2,3362943,3363816,peak_00178,89
chr2,3366529,3366755,peak_03645,172
chr2,3369682,3370789,peak_03316,68
chr2,3374036,3375626,peak_04279,800
chr2,3378523,3380315,peak_00146,104
chr2,3383643,3384932,peak_02433,919
chr2,3412273,3414046,peak_04353,815
chr2,3425064,3426053,peak_00717,829
chr2,3429131,3430723,peak_03330,900
chr2,3429393,3429626,peak_04170,66
chr2,3443155,3443632,peak_00906,547
chr2,3448686,3449910,peak_02662,754
chr2,3455530,3456620,peak_01254,823
chr2,3461025,3462938,peak_03215,558
chr2,3463528,3465358,peak_03916,765
chr2,3511787,3511901,peak_01708,266
chr2,3513378,3514405,peak_04147,303
chr2,3522164,3523095,peak_02535,182
chr2,3532036,3533256,peak_01139,666
chr2,3547219,3549173,peak_02598,681
chr2,3558000,3559936,peak_02163,566
chr2,3564988,3566830,peak_01473,446
chr2,3579402,3579688,peak_04927,288
chr2,3583656,3584357,peak_04704,295
chr2,3592602,3593256,peak_04358,686
chr2,3592784,3594028,peak_01247,493
chr2,3596200,3596435,peak_04698,971
chr2,3608274,3609193,peak_04386,885
chr2,3653452,3654558,peak_03981,114
chr2,3668331,3668559,peak_02510,736
chr2,3687715,3688036,peak_04805,708
chr2,3705279,3705776,peak_02969,923
chr2,3708642,3709934,peak_03077,933
chr2,3720143,3721285,peak_03564,245
chr2,3722441,3722610,peak_02262,40
chr2,3732365,3732509,peak_04300,120
chr2,3743332,3743765,peak_03044,49
chr2,3754541,3755136,peak_02905,438
chr2,3784940,3786058,peak_01600,108
chr2,3788129,3788904,peak_01469,259
chr2,3788895,3790109,peak_04932,164
chr2,3793817,3795808,peak_00266,260
chr2,3801405,3802395,peak_04355,13
chr2,3804734,3806095,peak_01421,916
chr2,3810294,3811980,peak_03424,986
chr2,3817308,3819099,peak_04225,391
chr2,3832311,3833965,peak_02641,40
chr2,3846471,3848112,peak_01575,355
chr2,3848394,3849345,peak_00273,771
chr2,3858623,3859504,peak_00513,633
chr2,3862352,3863820,peak_03994,455
chr2,3868153,3869334,peak_00002,937
chr2,3868692,3869723,peak_00219,466
chr2,3891709,3892427,peak_00877,542
chr2,3893306,3893698,peak_02338,109
chr2,3925910,3927581,peak_03305,49
chr2,3964860,3965651,peak_03897,340
chr2,3968318,3969255,peak_03606,609
chr2,3969843,3970364,peak_02254,13
chr2,3973399,3975343,peak_00732,796
chr2,3974132,3976043,peak_00649,324
chr2,3998810,3999754,peak_03368,867
chr2,4001312,4002967,peak_04946,889
chr2,4035764,4037579,peak_04158,140
chr2,4038591,4040165,peak_00745,936
chr2,4061389,4062909,peak_04549,459
chr2,4066451,4067971,peak_01522,596
chr2,4080030,4080598,peak_00387,109
chr2,4088828,4088940,peak_02954,106
chr2,4114568,4115161,peak_04335,11
chr2,4122752,4122989,peak_02761,771
chr2,4134009,4135726,peak_04446,237
chr2,4154131,4155865,peak_01856,138
chr2,4160711,4162416,peak_00790,760
chr2,4175521,4176777,peak_03035,522
chr2,4197697,4197823,peak_03041,881
chr2,4200995,4201561,peak_00232,386
chr2,4207699,4209163,peak_02480,125
chr2,4217946,4219527,peak_04050,604
chr2,4239493,4239822,peak_03597,415
chr2,4246846,4247589,peak_00959,485
chr2,4253919,4255119,peak_04090,159
chr2,4256046,4256700,peak_00211,978
chr2,4258818,4259774,peak_04131,411
chr2,4267677,4269440,peak_01424,76
chr2,4281626,4283621,peak_00966,286
chr2,4281959,4282445,peak_04914,917
chr2,4319627,4320038,peak_02782,207
chr2,4327601,4328991,peak_00956,678
chr2,4332099,4333936,peak_02062,768
chr2,4344187,4345967,peak_02332,478
chr2,4349637,4350187,peak_01742,935
chr2,4362439,4364116,peak_00268,761
chr2,4368512,4370274,peak_03013,384
chr2,4383485,4384181,peak_00121,499
chr2,4400233,4401778,peak_02958,869
chr2,4407428,4408188,peak_02292,397
chr2,4412248,4413676,peak_04890,861
chr2,4413484,4414644,peak_04617,989
chr2,4420993,4422798,peak_01240,280
chr2,4428760,4430666,peak_03965,954
chr2,4454384,4455552,peak_03200,893
chr2,4455741,4456406,peak_01897,871
chr2,4456824,4458281,peak_00567,811
chr2,4457835,4458310,peak_04302,659
chr2,4486229,4487411,peak_01556,462
chr2,4499330,4500192,peak_03898,655
chr2,4500854,4501538,peak_01557,672
chr2,4501008,4501823,peak_01017,46
chr2,4503623,4504202,peak_03561,437
chr2,4513746,4514495,peak_04734,361
chr2,4518936,4520578,peak_02539,899
chr2,4537529,4538412,peak_02928,368
chr2,4543005,4543671,peak_02626,336
chr2,4543696,4544702,peak_03929,654
chr2,4545280,4546097,peak_00590,721
chr2,4552065,4552295,peak_00752,602
chr2,4589100,4589473,peak_02498,978
chr2,4608263,4609076,peak_04766,230
chr2,4608311,4608540,peak_04759,291
chr2,4612005,4613797,peak_03791,702
chr2,4649451,4650477,peak_03404,636
chr2,4653235,4653562,peak_00038,60
chr2,4669823,4670208,peak_02748,704
chr2,4671596,4672215,peak_04184,537
chr2,4673964,4674639,peak_01267,602
chr2,4679444,4680031,peak_01888,813
chr2,4680783,4682390,peak_04803,777
chr2,4690831,4691198,peak_00763,849
chr2,4704037,4705946,peak_04040,917
chr2,4707939,4709040,peak_02319,185
chr2,4730814,4732518,peak_04650,128
chr2,4735207,4735967,peak_04975,728
chr2,4735780,4736106,peak_00757,62
chr2,4747578,4748706,peak_01347,96
chr2,4751846,4752965,peak_02362,393
chr2,4767015,4768301,peak_03588,653
chr2,4782124,4783955,peak_03678,129
chr2,4789806,4790546,peak_01351,322
chr2,4796329,4796723,peak_02789,357
chr2,4801704,4801878,peak_02570,12
chr2,4805128,4807096,peak_00922,902
chr2,4805702,4806544,peak_04020,824
chr2,4813938,4814227,peak_01849,625
chr2,4815938,4816919,peak_04402,78
chr2,4820466,4822132,peak_04139,633
chr2,4824388,4825732,peak_00712,325
chr2,4825139,4827074,peak_03399,345
chr2,4828730,4830198,peak_01321,429
chr2,4842385,4842872,peak_04327,113
chr2,4884325,4885117,peak_00719,423
chr2,4901592,4902139,peak_03638,15
chr2,4903018,4903783,peak_02150,90
chr2,4915836,4917389,peak_01567,902
chr2,4918427,4919877,peak_01985,769
chr2,4932273,4933905,peak_00359,926
chr2,4940674,4942182,peak_01446,938
chr2,4944242,4944410,peak_03874,626
chr2,4963963,4965108,peak_04295,820
chr2,4966062,4967365,peak_00250,647
chr2,4973719,4974697,peak_02679,423
chr2,4979760,4980198,peak_00496,742
chr2,4981966,4983631,peak_02197,870
chr2,4989968,4991719,peak_02043,850
chr2,4994198,4994716,peak_01291,916
chr2,5015911,5016081,peak_04503,309
chr2,5025926,5027832,peak_00213,900
chr2,5031853,5032915,peak_00473,641
chr2,5035210,5036798,peak_04778,159
chr2,5043042,5043208,peak_04107,716
chr2,5043605,5044378,peak_02615,344
chr2,5047784,5049187,peak_00971,336
chr2,5052973,5053921,peak_02243,984
chr2,5057333,5058690,peak_00656,411
chr2,5062725,5064009,peak_00286,184
chr2,5078810,5079506,peak_02123,447
chr2,5079417,5081361,peak_00251,517
chr2,5088560,5089086,peak_01459,305
chr2,5088978,5090878,peak_03942,643
chr2,5090261,5091549,peak_00776,173
chr2,5110638,5111192,peak_01687,913
chr2,5118807,5119295,peak_00628,792
chr2,5128198,5128418,peak_00675,360
chr2,5138788,5139126,peak_02710,927
chr2,5138967,5140550,peak_02112,621
chr2,5152615,5153029,peak_02633,371
chr2,5161605,5162425,peak_01432,283
chr2,5165328,5167087,peak_02547,553
chr2,5172543,5173234,peak_03625,210
chr2,5178860,5179641,peak_00412,261
chr2,5180630,5181817,peak_04693,13
chr2,5191271,5193179,peak_00588,786
chr2,5199601,5200558,peak_00764,66
chr2,5205809,5205944,peak_01372,633
chr2,5208041,5209690,peak_00691,113
chr2,5211032,5211689,peak_04655,180
chr2,5220291,5221011,peak_03493,663
chr2,5233580,5234624,peak_02591,756
chr2,5244760,5246458,peak_01075,462
chr2,5258736,5259029,peak_03298,441
chr2,5263762,5264894,peak_03961,364
chr2,5265692,5266068,peak_02365,551
chr2,5271080,5271742,peak_01520,159
chr2,5280244,5282175,peak_00872,965
chr2,5293014,5293933,peak_01748,902
chr2,5295232,5295481,peak_01340,986
chr2,5296112,5297059,peak_02724,653
chr2,5299554,5300881,peak_02270,231
chr2,5299725,5300515,peak_00410,852
chr2,5310051,5311229,peak_01870,232
chr2,5313022,5314772,peak_03685,250
chr2,5317675,5319625,peak_01626,482
chr2,5328371,5329158,peak_01921,237
chr2,5328887,5330879,peak_02664,472
chr2,5330101,5332050,peak_02714,909
chr2,5335282,5336246,peak_02871,820
chr2,5339294,5340746,peak_02288,145
chr2,5347285,5347464,peak_03945,301
chr2,5356697,5356961,peak_03449,166
chr2,5375981,5377253,peak_04603,618
chr2,5386423,5386698,peak_01552,681
chr2,5395966,5397171,peak_00850,185
chr2,5396386,5397182,peak_03707,179
chr2,5411262,5411697,peak_03566,84
chr2,5413892,5414027,peak_03302,964
chr2,5426277,5426717,peak_03202,657
chr2,5430031,5431903,peak_02146,689
chr2,5436743,5437067,peak_03752,553
chr2,5447104,5448375,peak_01872,129
chr2,5450713,5451497,peak_02917,204
chr2,5475471,5477015,peak_04995,873
chr2,5475875,5477284,peak_01451,469
chr2,5481225,5482660,peak_01043,133
chr2,5489299,5490892,peak_02505,301
chr2,5498217,5499609,peak_00087,810
chr2,5508611,5510589,peak_00724,466
chr2,5518998,5520123,peak_03668,487
chr2,5519902,5520236,peak_01186,80
chr2,5523010,5524081,peak_01458,815
chr2,5532617,5533487,peak_02183,910
chr2,5533081,5533873,peak_02749,408
chr2,5540708,5542663,peak_03196,371
chr2,5543368,5543691,peak_02255,919
chr2,5547808,5548500,peak_02352,309
chr2,5564748,5566224,peak_04192,233
chr2,5578632,5579496,peak_01867,348
chr2,5579655,5579887,peak_00184,283
chr2,5603829,5604105,peak_00428,278
chr2,5640070,5640799,peak_02333,849
chr2,5654032,5655295,peak_03206,438
chr2,5659297,5659441,peak_02621,343
chr2,5677146,5678942,peak_04395,419
chr2,5681184,5682026,peak_03344,199
chr2,5681692,5682086,peak_01480,198
chr2,5684765,5685801,peak_02786,559
chr2,5702001,5702172,peak_04226,813
chr2,5714852,5716399,peak_03539,11
chr2,5716113,5717796,peak_01187,852
chr2,5764297,5764515,peak_02889,762
chr2,5769798,5770200,peak_02769,620
chr2,5771617,5773229,peak_01439,587
chr2,5773130,5774444,peak_01452,434
chr2,5777579,5778631,peak_04519,269
chr2,5778993,5780248,peak_04835,679
chr2,5779774,5781066,peak_02384,91
chr2,5781356,5782605,peak_02530,962
chr2,5782122,5783183,peak_04047,23
chr2,5784272,5785373,peak_02613,963
chr2,5800949,5802385,peak_03500,321
chr2,5812723,5814065,peak_02444,941
chr2,5813609,5813800,peak_01673,127
chr2,5814576,5815832,peak_03336,999
chr2,5839379,5839677,peak_04695,305
chr2,5846885,5848297,peak_00884,302
chr2,5863249,5865053,peak_00928,186
chr2,5863475,5863816,peak_02567,97
chr2,5874295,5875533,peak_02940,903
chr2,5884696,5885691,peak_02507,510
chr2,5906066,5906636,peak_01500,11
chr2,5908248,5908645,peak_04458,274
chr2,5910933,5912702,peak_01763,614
chr2,5922762,5922977,peak_04414,227
chr2,5929354,5931048,peak_04325,705
chr2,5949680,5950489,peak_04866,201
chr2,5974935,5976466,peak_01686,815
chr2,5976056,5976473,peak_04278,131
chr2,5985858,5986587,peak_04611,804
chr2,6004834,6005822,peak_03467,585
chr2,6005979,6007248,peak_01754,218
chr2,6016010,6017117,peak_04566,765
chr2,6022114,6024010,peak_02151,367
chr2,6022504,6023315,peak_01107,123
chr2,6024431,6025572,peak_04070,534
chr2,6027799,6028956,peak_00064,148
chr2,6034057,6035133,peak_02013,755
chr2,6038536,6040305,peak_01479,914
chr2,6060578,6061455,peak_01308,327
chr2,6070528,6072104,peak_01403,831
chr2,6096321,6097371,peak_03817,516
chr2,6099595,6099918,peak_04646,686
chr2,6104480,6104615,peak_02158,670
chr2,6122646,6124261,peak_02582,722
chr2,6144243,6145690,peak_04389,781
chr2,6148418,6149833,peak_02992,312
chr2,6166191,6167666,peak_01753,260
chr2,6171551,6172992,peak_00254,697
chr2,6196101,6196712,peak_03978,952
chr2,6210748,6212136,peak_02473,656
chr2,6220424,6220865,peak_03295,524
chr2,6222300,6223948,peak_02451,27
chr2,6222359,6223632,peak_00543,159
chr2,6237325,6238716,peak_04909,309
chr2,6244801,6245092,peak_04500,783
chr2,6246773,6248346,peak_04026,654
chr2,6257008,6257398,peak_01794,754
chr2,6257244,6259151,peak_03795,977
chr2,6261723,6263556,peak_03146,314
chr2,6262947,6263735,peak_00587,659
chr2,6272640,6272747,peak_04240,104
chr2,6294369,6294720,peak_04910,526
chr2,6295870,6297790,peak_00368,549
chr2,6350030,6350628,peak_00201,458
chr2,6366655,6367999,peak_00744,179
chr2,6380051,6381575,peak_04662,416
chr2,6380898,6381003,peak_02609,243
chr2,6389253,6390787,peak_00813,370
chr2,6416044,6417772,peak_01861,232
chr2,6421058,6422272,peak_01652,801
chr2,6422247,6423267,peak_04928,737
chr2,6423264,6424564,peak_03301,111
chr2,6424124,6424832,peak_00504,555
chr2,6467204,6467432,peak_00026,779
chr2,6468599,6468991,peak_01617,207
chr2,6469446,6471083,peak_03134,111
chr2,6502786,6503503,peak_04747,618
chr2,6505742,6506592,peak_03579,171
chr2,6508845,6510650,peak_03875,568
chr2,6562555,6564357,peak_01237,425
chr2,6575968,6576717,peak_04043,641
chr2,6580691,6581125,peak_02538,647
chr2,6585661,6585926,peak_01592,675
chr2,6619507,6621127,peak_03352,102
chr2,6639930,6641395,peak_02314,225
chr2,6670169,6671420,peak_04454,380
chr2,6673602,6675354,peak_04832,512
chr2,6674873,6676654,peak_03218,103
chr2,6679925,6680216,peak_04908,56
chr2,6698102,6699763,peak_01025,520
chr2,6702834,6704472,peak_00501,702
chr2,6703580,6705132,peak_02499,428
chr2,6712404,6713140,peak_01882,505
chr2,6729487,6730769,peak_04635,309
chr2,6736586,6736880,peak_02790,535
chr2,6741086,6741963,peak_04555,485
chr2,6749060,6750764,peak_02378,883
chr2,6771035,6771420,peak_01060,344
chr2,6771352,6771716,peak_00794,491
chr2,6783897,6784494,peak_00375,765
chr2,6797259,6798782,peak_02306,507
chr2,6806162,6807075,peak_00205,718
chr2,6808358,6809238,peak_03318,165
chr2,6813431,6813846,peak_02816,428
chr2,6834115,6835128,peak_01774,605
chr2,6839776,6841218,peak_04546,814
chr2,6865338,6866178,peak_03957,553
chr2,6870323,6871797,peak_02014,449
chr2,6880491,6880921,peak_00563,595
chr2,6927485,6928949,peak_04227,517
chr2,6931322,6932610,peak_00350,790
chr2,6931879,6933335,peak_00054,334
chr2,6948370,6949980,peak_02893,133
